suite,dataset,budget,seed,method,n_entities,n_sources,n_records,n_attacked_records,description,cell_accuracy,integrated_quality,aggregate_distortion,data_quality_score,attack_success_reduction,runtime_sec,n_output_rows,entity_precision,entity_recall,entity_f1,duplicate_output_rate,missing_entity_rate,false_positive_rate,false_negative_rate,repair_precision,repair_recall
external_tabular,digits,0.2,21,majority,300,12,2695,425,"digits handwritten-image feature table, deterministically subsampled to 600 rows",0.9933333333333332,0.9933333333333332,0.03666666000666,0.9422222222222222,0.9688220086859616,0.4475017709996791,300.0,1.0,1.0,1.0,0.0,0.0,0.003656914893617,0.0128104575163398,0.9856434351344296,0.98718954248366
external_tabular,digits,0.2,21,iterative_truth,300,12,2695,425,"digits handwritten-image feature table, deterministically subsampled to 600 rows",1.0,1.0,0.0,0.9533333333333334,1.0,0.8020278520002648,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,digits,0.2,21,dependency_truth,300,12,2695,425,"digits handwritten-image feature table, deterministically subsampled to 600 rows",1.0,1.0,0.0,0.9533333333333334,1.0,1.1756075569996938,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,digits,0.2,21,parc,300,12,2695,425,"digits handwritten-image feature table, deterministically subsampled to 600 rows",1.0,1.0,0.0,0.9533333333333334,1.0,1.331644044999848,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,mpg,0.2,21,no_repair,234,12,2121,332,plotnine automobile fuel-economy table with real categorical and numeric vehicle attributes,0.4865689865689865,0.4865689865689865,1.042758343177791,0.3789173789173788,0.0,0.2252493969999704,234.0,1.0,1.0,1.0,0.0,0.0,0.4748126198361513,0.2751260005929439,0.3097681489927784,0.724873999407056
external_tabular,mpg,0.2,21,majority,234,12,2121,332,plotnine automobile fuel-economy table with real categorical and numeric vehicle attributes,0.992063492063492,0.992063492063492,0.0707693443591258,0.8219373219373219,0.9321325551388472,0.2477109689998542,234.0,1.0,1.0,1.0,0.0,0.0,0.0044448317936203,0.0112659353691076,0.9849379799173066,0.9887340646308924
external_tabular,mpg,0.2,21,iterative_truth,234,12,2121,332,plotnine automobile fuel-economy table with real categorical and numeric vehicle attributes,0.9993894993894994,0.9993894993894994,0.0041223666075999,0.8333333333333334,0.9960466711826664,0.694957777000127,234.0,1.0,1.0,1.0,0.0,0.0,0.0002614606937423,0.0005929439667951,0.9991108476585656,0.9994070560332048
external_tabular,mpg,0.2,21,dependency_truth,234,12,2121,332,plotnine automobile fuel-economy table with real categorical and numeric vehicle attributes,0.996947496947497,0.996947496947497,0.0164357649143532,0.8333333333333334,0.9842381842141243,0.9639404180002202,234.0,1.0,1.0,1.0,0.0,0.0,0.0011329963395502,0.0023717758671805,0.9961515689757252,0.9976282241328196
external_tabular,mpg,0.2,21,parc,234,12,2121,332,plotnine automobile fuel-economy table with real categorical and numeric vehicle attributes,0.9975579975579976,0.9975579975579976,0.0165431187241583,0.8333333333333334,0.984135232451132,1.0181447329996445,234.0,1.0,1.0,1.0,0.0,0.0,0.0008715356458079,0.0020753038837829,0.9970379146919433,0.997924696116217
external_tabular,txhousing,0.2,21,no_repair,300,12,2695,425,"plotnine Texas housing market table with city, month, sales, volume, and listings",0.4376190476190476,0.4376190476190476,1.1965639412917553,0.3188888888888889,0.0,0.2660068209997916,300.0,1.0,1.0,1.0,0.0,0.0,0.5236860068259386,0.293238434163701,0.2796920476950521,0.7067615658362989
external_tabular,txhousing,0.2,21,majority,300,12,2695,425,"plotnine Texas housing market table with city, month, sales, volume, and listings",0.9923809523809524,0.9923809523809524,0.0386475077869679,0.7022222222222223,0.9677012598714568,0.3541380889996617,300.0,1.0,1.0,1.0,0.0,0.0,0.0042320819112627,0.0113879003558718,0.9853393237171908,0.988612099644128
external_tabular,txhousing,0.2,21,iterative_truth,300,12,2695,425,"plotnine Texas housing market table with city, month, sales, volume, and listings",1.0,1.0,0.0,0.7111111111111111,1.0,0.8310969139997724,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,txhousing,0.2,21,dependency_truth,300,12,2695,425,"plotnine Texas housing market table with city, month, sales, volume, and listings",0.9995238095238096,0.9995238095238096,0.0,0.7111111111111111,1.0,1.2159738369996376,300.0,1.0,1.0,1.0,0.0,0.0,0.000136518771331,0.0007117437722419,0.9995253915519696,0.999288256227758
external_tabular,txhousing,0.2,21,parc,300,12,2695,425,"plotnine Texas housing market table with city, month, sales, volume, and listings",0.9995238095238096,0.9995238095238096,0.0,0.7111111111111111,1.0,1.2511888029998772,300.0,1.0,1.0,1.0,0.0,0.0,0.000136518771331,0.0007117437722419,0.9995253915519696,0.999288256227758
external_tabular,midwest,0.2,21,no_repair,300,12,2695,425,plotnine Midwest county demographics table,0.4395238095238095,0.4395238095238095,1.1672704676093704,0.3111111111111111,0.0,0.2725602969999272,300.0,1.0,1.0,1.0,0.0,0.0,0.5208632110906235,0.2901468498342018,0.2820971385542168,0.7098531501657982
external_tabular,midwest,0.2,21,majority,300,12,2695,425,plotnine Midwest county demographics table,0.9942857142857144,0.9942857142857144,0.0295230560489253,0.6722222222222223,0.9747076133011484,0.3485535580002761,300.0,1.0,1.0,1.0,0.0,0.0,0.003004848733183,0.0111321648507816,0.9895709883858734,0.9888678351492184
external_tabular,midwest,0.2,21,iterative_truth,300,12,2695,425,plotnine Midwest county demographics table,1.0,1.0,0.0,0.6811111111111111,1.0,0.8343411209998521,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,midwest,0.2,21,dependency_truth,300,12,2695,425,plotnine Midwest county demographics table,1.0,1.0,0.0,0.6811111111111111,1.0,1.342692229000022,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
external_tabular,midwest,0.2,21,parc,300,12,2695,425,plotnine Midwest county demographics table,1.0,1.0,0.0,0.6811111111111111,1.0,1.4525797950000197,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
