method,budget,seed,cluster,attribute,attribute_type,margin,margin_bin,independent_groups,filtered_claims,correct,incorrect,low_margin,has_independent_support,n_attacked_records,n_duplicates
dependency_truth,0.35,3,K:E00071,city,categorical,9.123366880678462,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00071,state,categorical,8.315861704598532,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00071,zip,categorical,6.399094987132331,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00071,category,categorical,6.368323809272818,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00071,revenue,numeric,0.351351105358922,"[0.25,0.75)",6,3,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00071,employees,numeric,1.0852227245907358,"[0.75,1.5)",7,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,name,categorical,8.383354614948725,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,city,categorical,8.383354614948725,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,state,categorical,5.129872769423042,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,zip,categorical,8.383354614948725,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,category,categorical,5.828787617700347,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,revenue,numeric,1.045733976850486,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00072,employees,numeric,1.045733976850486,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,name,categorical,4.909022824129711,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,city,categorical,5.202416971379365,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,state,categorical,3.00120034433838,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,zip,categorical,5.202416971379365,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,category,categorical,6.049637562993678,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,revenue,numeric,1.6318284149298241,"[1.5,3)",4,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00073,employees,numeric,0.10760980560217503,"[0,0.25)",5,1,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00074,name,categorical,3.1717236229963204,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,city,categorical,5.342169072177792,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,state,categorical,5.609886591967082,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,zip,categorical,2.5021225381253,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,category,categorical,3.9875910171329396,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,revenue,numeric,1.2411155006086028,"[0.75,1.5)",6,4,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00074,employees,numeric,1.5088330203978926,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,name,categorical,3.423891482824714,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,city,categorical,3.612631507133503,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,state,categorical,1.4947482701279493,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,zip,categorical,1.2226748557837288,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,category,categorical,3.327107627236476,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,revenue,numeric,1.0611195657802424,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00075,employees,numeric,1.524218609327649,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,name,categorical,4.0722267028117365,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,city,categorical,1.7525743201546395,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,state,categorical,4.7485136302249975,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,zip,categorical,4.7485136302249975,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,category,categorical,4.7485136302249975,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,revenue,numeric,1.6318284149298241,"[1.5,3)",3,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00076,employees,numeric,1.6318284149298241,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,name,categorical,5.80752175281635,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,city,categorical,6.751526200018901,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,state,categorical,6.751526200018901,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,zip,categorical,6.751526200018901,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,category,categorical,3.703088981363603,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,revenue,numeric,1.524218609327649,"[1.5,3)",3,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00077,employees,numeric,1.5088330203978926,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,name,categorical,1.592466605967525,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,city,categorical,1.592466605967525,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,state,categorical,0.9161796785542633,"[0.75,1.5)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,zip,categorical,1.592466605967525,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,category,categorical,2.127901645546104,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,revenue,numeric,1.592466605967525,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00078,employees,numeric,1.8601841257568146,"[1.5,3)",2,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,name,categorical,3.0082881612849977,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,city,categorical,6.663754481862959,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,state,categorical,6.39603696207367,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,zip,categorical,6.663754481862959,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,category,categorical,6.663754481862959,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00079,revenue,numeric,0.12299539453193153,"[0,0.25)",6,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00079,employees,numeric,1.045733976850486,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,name,categorical,5.0339010153006045,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,city,categorical,5.350302985223184,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,state,categorical,5.497000058848012,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,zip,categorical,5.350302985223184,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,category,categorical,4.249403661893601,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,revenue,numeric,1.1687293713824176,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00080,employees,numeric,1.4851313413049971,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00081,name,categorical,4.74653868185753,>=3,4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00081,city,categorical,1.8447985368270583,"[1.5,3)",4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00081,state,categorical,4.74653868185753,>=3,4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00081,zip,categorical,4.74653868185753,>=3,4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00081,category,categorical,4.74653868185753,>=3,4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00081,revenue,numeric,0.0153855889297565,"[0,0.25)",4,0,0,1,1,1,1093,624
dependency_truth,0.35,3,K:E00081,employees,numeric,1.3621359467730656,"[0.75,1.5)",4,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00082,name,categorical,5.797614960123236,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00082,city,categorical,5.334515916575829,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00082,state,categorical,2.8194376670677013,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00082,zip,categorical,5.797614960123236,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00082,category,categorical,3.096350889250031,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00082,revenue,numeric,0.34945742413865233,"[0.25,0.75)",4,4,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00082,employees,numeric,1.045733976850486,"[0.75,1.5)",5,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,name,categorical,3.0289134971392317,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,city,categorical,3.0289134971392317,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,state,categorical,2.3911132173570557,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,zip,categorical,3.0289134971392317,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,category,categorical,2.882216423514405,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,revenue,numeric,1.6318284149298241,"[1.5,3)",2,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00083,employees,numeric,1.6318284149298241,"[1.5,3)",3,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00084,name,categorical,0.6956213003767022,"[0.25,0.75)",5,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00084,city,categorical,3.3146790058113593,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00084,state,categorical,6.310618315881718,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00084,zip,categorical,3.3345170932575927,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00084,category,categorical,6.294052785469762,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00084,revenue,numeric,0.10760980560217503,"[0,0.25)",5,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00084,employees,numeric,1.6318284149298241,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00085,name,categorical,2.7078061970887264,"[1.5,3)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00085,city,categorical,6.443532471987967,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00085,state,categorical,4.294813753531922,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00085,zip,categorical,0.07225919044823481,"[0,0.25)",7,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00085,category,categorical,4.540804542595786,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00085,revenue,numeric,0.10760980560217503,"[0,0.25)",7,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00085,employees,numeric,1.0852227245907358,"[0.75,1.5)",6,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,name,categorical,4.03713073461377,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,city,categorical,4.932724503222606,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,state,categorical,4.2335143584810515,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,zip,categorical,2.4545946539992913,"[1.5,3)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,category,categorical,5.91753107141334,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,revenue,numeric,1.5088330203978926,"[1.5,3)",5,3,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00086,employees,numeric,0.0153855889297565,"[0,0.25)",6,1,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00087,name,categorical,6.4509112987436765,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00087,city,categorical,7.151434816733163,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00087,state,categorical,6.4509112987436765,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00087,zip,categorical,7.151434816733163,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00087,category,categorical,4.396391745327518,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00087,revenue,numeric,0.10760980560217503,"[0,0.25)",6,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00087,employees,numeric,1.2082181191226673,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,name,categorical,6.840928165795741,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,city,categorical,6.9377120213839785,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,state,categorical,6.694231092170914,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,zip,categorical,4.767266572202507,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,category,categorical,6.9377120213839785,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,revenue,numeric,1.5088330203978926,"[1.5,3)",5,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00088,employees,numeric,1.5088330203978926,"[1.5,3)",6,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00089,name,categorical,0.24401584069639437,"[0,0.25)",4,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00089,city,categorical,3.2616818814921795,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00089,state,categorical,3.5550760287418335,>=3,4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00089,zip,categorical,0.2696924681567585,"[0.25,0.75)",4,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00089,category,categorical,2.872943915538427,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00089,revenue,numeric,1.5088330203978926,"[1.5,3)",3,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00089,employees,numeric,1.5088330203978926,"[1.5,3)",3,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,name,categorical,6.916931552802774,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,city,categorical,6.898624753361326,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,state,categorical,4.424850798692942,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,zip,categorical,7.045321826986154,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,category,categorical,2.6964422725357693,"[1.5,3)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,revenue,numeric,1.5088330203978926,"[1.5,3)",5,4,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00090,employees,numeric,1.5088330203978926,"[1.5,3)",5,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,name,categorical,4.026553852126652,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,city,categorical,6.5946676867449865,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,state,categorical,5.9349462897436815,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,zip,categorical,4.773935945875305,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,category,categorical,2.7387595520659866,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,revenue,numeric,1.045733976850486,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00091,employees,numeric,1.5088330203978926,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,name,categorical,3.2927350704239915,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,city,categorical,3.6765956906405366,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,state,categorical,3.1460379967991647,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,zip,categorical,6.154725539863851,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,category,categorical,3.461376079436186,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00092,revenue,numeric,0.5309290916002412,"[0.25,0.75)",7,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00092,employees,numeric,1.6318284149298241,"[1.5,3)",6,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,name,categorical,1.934336997425319,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,city,categorical,5.529897440333945,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,state,categorical,4.4391959195065676,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,zip,categorical,1.7950097518194086,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,category,categorical,5.236503293084292,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,revenue,numeric,1.2411155006086028,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00093,employees,numeric,1.3621359467730656,"[0.75,1.5)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,name,categorical,1.4503567474682353,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,city,categorical,4.200305268474731,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,state,categorical,4.053608194849904,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,zip,categorical,4.200305268474731,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,category,categorical,2.2662241416048543,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00094,revenue,numeric,0.4079336970683096,"[0.25,0.75)",5,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00094,employees,numeric,1.2411155006086028,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,name,categorical,4.5749401043395075,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,city,categorical,2.3367750770137077,"[1.5,3)",6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,state,categorical,5.177366393492823,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,zip,categorical,4.851853326521837,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,category,categorical,5.177366393492823,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,revenue,numeric,1.045733976850486,"[0.75,1.5)",5,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00095,employees,numeric,1.5088330203978926,"[1.5,3)",5,3,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,name,categorical,6.0064071244436406,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,city,categorical,8.169164630973706,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,state,categorical,8.839083830477216,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,zip,categorical,6.153104198068467,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,category,categorical,9.13247797772687,>=3,8,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,revenue,numeric,1.5088330203978926,"[1.5,3)",6,4,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00096,employees,numeric,1.5088330203978926,"[1.5,3)",7,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,name,categorical,6.995542040715296,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,city,categorical,6.75350114838637,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,state,categorical,6.188036864635367,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,zip,categorical,6.736935617974414,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,category,categorical,6.75350114838637,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,revenue,numeric,1.6318284149298241,"[1.5,3)",5,2,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00097,employees,numeric,1.6318284149298241,"[1.5,3)",5,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00098,name,categorical,2.3391958481916895,"[1.5,3)",3,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00098,city,categorical,2.3391958481916895,"[1.5,3)",3,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00098,state,categorical,2.3391958481916895,"[1.5,3)",3,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00098,zip,categorical,0.9142859973339936,"[0.75,1.5)",3,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00098,category,categorical,2.3391958481916895,"[1.5,3)",3,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00098,revenue,numeric,0.9142859973339936,"[0.75,1.5)",3,0,0,1,0,1,1093,624
dependency_truth,0.35,3,K:E00098,employees,numeric,0.48090540365514467,"[0.25,0.75)",3,0,0,1,1,1,1093,624
dependency_truth,0.35,3,K:E00099,name,categorical,7.158570965414102,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,city,categorical,2.8855837765621573,"[1.5,3)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,state,categorical,7.305268039038928,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,zip,categorical,7.305268039038928,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,category,categorical,6.588263595982117,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,revenue,numeric,1.3621359467730656,"[0.75,1.5)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00099,employees,numeric,1.3621359467730656,"[0.75,1.5)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,name,categorical,4.9978988771600115,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,city,categorical,4.604892899838832,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,state,categorical,6.276099592600399,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,zip,categorical,5.8616849991862825,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,category,categorical,5.02850319564599,>=3,6,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,revenue,numeric,1.524218609327649,"[1.5,3)",5,3,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00100,employees,numeric,1.524218609327649,"[1.5,3)",5,3,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,name,categorical,2.293330373804896,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,city,categorical,2.146633300180069,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,state,categorical,0.26123662344348264,"[0.25,0.75)",4,0,1,0,1,1,1093,624
dependency_truth,0.35,3,K:E00101,zip,categorical,2.146633300180069,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,category,categorical,1.999936226555242,"[1.5,3)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,revenue,numeric,1.045733976850486,"[0.75,1.5)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00101,employees,numeric,1.3621359467730656,"[0.75,1.5)",4,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,name,categorical,3.661055586723111,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,city,categorical,3.661055586723111,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,state,categorical,3.928773106512401,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,zip,categorical,1.0669998417344828,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,category,categorical,3.393338066933821,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,revenue,numeric,1.0852227245907358,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00102,employees,numeric,1.5088330203978926,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,name,categorical,7.282746301428233,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,city,categorical,7.16172585526377,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,state,categorical,6.753156447639799,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,zip,categorical,5.90493375591632,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,category,categorical,0.9775045470179629,"[0.75,1.5)",7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,revenue,numeric,1.5088330203978926,"[1.5,3)",5,4,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00103,employees,numeric,1.2411155006086028,"[0.75,1.5)",6,1,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,name,categorical,4.4851751196360965,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,city,categorical,2.7464755165243373,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,state,categorical,1.8998369445282046,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,zip,categorical,1.6321194247389146,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,category,categorical,4.4851751196360965,>=3,5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,revenue,numeric,1.1687293713824176,"[0.75,1.5)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00104,employees,numeric,1.6318284149298241,"[1.5,3)",5,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00105,name,categorical,7.491538465748638,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00105,city,categorical,7.517215093209002,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00105,state,categorical,6.840928165795741,>=3,7,0,1,0,0,1,1093,624
dependency_truth,0.35,3,K:E00105,zip,categorical,6.694231092170914,>=3,7,0,1,0,0,1,1093,624
